               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,            0.032266,           0.0056094,            0.051179,             0.63956,             0.36586,             0.22148,             0.16592,            0.024861,           0.0053397,            0.061009,           0.0089444,           0.0089444,           0.0089444
                  73,            0.030796,           0.0054292,            0.050414,             0.38603,             0.54044,              0.2232,             0.16656,            0.025821,           0.0054722,            0.061051,           0.0089159,           0.0089159,           0.0089159
                  74,            0.031891,           0.0056805,            0.049525,             0.33266,             0.55214,             0.21734,             0.15902,            0.027289,           0.0054817,            0.060796,            0.008887,            0.008887,            0.008887
                  75,            0.030803,           0.0057804,            0.051887,              0.3548,             0.52367,             0.23614,             0.17488,            0.027874,           0.0052612,            0.061088,           0.0088579,           0.0088579,           0.0088579
                  76,            0.030697,            0.005566,            0.049792,             0.34579,             0.57224,             0.25062,             0.19312,            0.024509,           0.0049594,            0.060384,           0.0088284,           0.0088284,           0.0088284
                  77,            0.028818,           0.0053241,            0.050591,             0.38727,             0.53706,             0.24445,             0.17629,            0.028305,           0.0053491,            0.060445,           0.0087987,           0.0087987,           0.0087987
                  78,            0.031738,           0.0055805,            0.053375,             0.47113,             0.46419,             0.24118,             0.18246,             0.02596,            0.005429,            0.059686,           0.0087686,           0.0087686,           0.0087686
                  79,            0.028898,           0.0056959,            0.050794,             0.44663,             0.49808,             0.25867,             0.19541,            0.024073,           0.0052537,            0.059454,           0.0087382,           0.0087382,           0.0087382
                  80,            0.028315,           0.0051348,            0.047734,             0.45196,             0.50041,             0.26642,             0.19872,             0.02328,           0.0050798,            0.058931,           0.0087075,           0.0087075,           0.0087075
                  81,            0.031547,           0.0054853,            0.050764,             0.49274,             0.49313,             0.27512,             0.20857,             0.02469,           0.0052087,             0.05828,           0.0086765,           0.0086765,           0.0086765
                  82,            0.028955,           0.0052703,            0.048048,             0.47984,             0.47647,             0.26617,             0.20694,             0.02339,           0.0050791,            0.058201,           0.0086452,           0.0086452,           0.0086452
                  83,            0.029292,           0.0051858,            0.047189,             0.47574,              0.5084,             0.27292,             0.21167,            0.023343,           0.0049456,             0.05774,           0.0086137,           0.0086137,           0.0086137
                  84,            0.030649,           0.0053293,            0.047788,             0.44383,             0.47143,             0.27448,             0.19444,            0.024966,           0.0050808,             0.05732,           0.0085818,           0.0085818,           0.0085818
                  85,            0.029558,            0.005152,             0.04733,             0.38377,             0.54929,             0.27042,             0.20332,            0.024168,           0.0049805,            0.057399,           0.0085497,           0.0085497,           0.0085497
                  86,            0.028441,           0.0052975,            0.046284,             0.44886,             0.47174,             0.26451,             0.19627,            0.022784,           0.0050757,            0.057067,           0.0085173,           0.0085173,           0.0085173
                  87,            0.028285,           0.0053181,             0.04776,             0.51796,             0.44426,             0.27525,             0.20827,            0.023683,           0.0050181,            0.056748,           0.0084846,           0.0084846,           0.0084846
                  88,            0.033018,           0.0049435,            0.046286,             0.44811,              0.4543,             0.27395,              0.2092,            0.026541,           0.0052953,            0.057095,           0.0084516,           0.0084516,           0.0084516
                  89,            0.028567,           0.0052724,             0.04676,             0.49261,             0.44892,             0.25719,              0.1988,            0.023074,           0.0056571,            0.058582,           0.0084184,           0.0084184,           0.0084184
                  90,            0.029862,            0.005091,            0.045228,             0.49004,             0.46392,             0.27732,             0.20212,            0.024674,            0.005064,            0.056559,           0.0083849,           0.0083849,           0.0083849
                  91,            0.029585,           0.0051293,            0.046372,             0.45927,             0.50184,             0.27879,             0.21229,            0.023959,           0.0048628,             0.05606,           0.0083511,           0.0083511,           0.0083511
                  92,            0.029508,           0.0050356,            0.043214,             0.46941,             0.48789,             0.27838,             0.20812,            0.024591,           0.0051411,            0.055674,           0.0083171,           0.0083171,           0.0083171
                  93,            0.029316,           0.0051308,            0.044392,             0.51228,             0.44634,             0.29887,             0.23073,            0.025933,           0.0047691,            0.055339,           0.0082829,           0.0082829,           0.0082829
                  94,            0.031279,           0.0048247,             0.04224,             0.63134,             0.39042,             0.30691,             0.24096,            0.025948,           0.0048365,            0.054973,           0.0082483,           0.0082483,           0.0082483
                  95,            0.030762,           0.0050983,            0.044042,             0.42658,             0.49793,             0.30199,             0.22101,            0.024579,           0.0049279,            0.054513,           0.0082136,           0.0082136,           0.0082136
                  96,            0.029654,           0.0050846,            0.043518,              0.5363,             0.41969,             0.28905,             0.21591,            0.025728,           0.0050068,            0.054903,           0.0081786,           0.0081786,           0.0081786
                  97,            0.028563,            0.004822,            0.042841,             0.60945,               0.384,             0.29958,             0.22073,            0.024868,           0.0049702,            0.053923,           0.0081433,           0.0081433,           0.0081433
                  98,            0.029991,           0.0047634,            0.041008,             0.52281,             0.42857,             0.29859,             0.23044,            0.025974,           0.0051405,            0.053449,           0.0081078,           0.0081078,           0.0081078
                  99,            0.027978,           0.0048124,             0.04187,             0.59938,             0.41875,             0.31549,             0.24127,            0.024001,           0.0048411,            0.053835,           0.0080721,           0.0080721,           0.0080721
                 100,            0.029557,           0.0050071,            0.043517,             0.69075,             0.35888,             0.32885,             0.25506,             0.02425,           0.0049639,            0.053854,           0.0080362,           0.0080362,           0.0080362
                 101,            0.026452,           0.0050833,            0.040472,             0.49261,             0.45736,              0.3175,             0.24245,            0.024098,           0.0048195,            0.053042,               0.008,               0.008,               0.008
                 102,            0.028949,           0.0046497,            0.040865,             0.45851,             0.48538,             0.31156,             0.23667,             0.02445,           0.0048024,            0.052954,           0.0079636,           0.0079636,           0.0079636
                 103,            0.028934,           0.0049383,            0.040397,             0.68714,             0.39811,              0.3094,             0.24108,            0.023262,           0.0047872,            0.052239,            0.007927,            0.007927,            0.007927
                 104,            0.027842,           0.0049254,            0.040379,             0.44481,             0.46589,             0.31396,             0.23839,            0.024808,           0.0049929,            0.051566,           0.0078902,           0.0078902,           0.0078902
                 105,            0.028035,           0.0047544,            0.038545,             0.62932,             0.40807,             0.32066,             0.25244,            0.024027,           0.0049535,            0.052629,           0.0078532,           0.0078532,           0.0078532
                 106,            0.028575,           0.0045386,            0.038413,             0.63477,             0.39818,             0.31608,             0.23917,             0.02445,            0.004939,            0.053189,            0.007816,            0.007816,            0.007816
                 107,            0.027154,           0.0046508,            0.039565,             0.41313,             0.56211,             0.32714,             0.25039,            0.023347,           0.0047046,            0.051338,           0.0077785,           0.0077785,           0.0077785
                 108,            0.028665,           0.0045612,            0.041707,             0.63495,             0.39353,             0.33218,              0.2508,            0.023869,           0.0046006,            0.050846,           0.0077409,           0.0077409,           0.0077409
                 109,            0.026434,           0.0045328,            0.039061,             0.68501,             0.37521,             0.32614,             0.25608,            0.021819,           0.0045653,            0.051314,           0.0077031,           0.0077031,           0.0077031
                 110,            0.027189,           0.0045813,            0.036561,             0.68201,              0.3746,             0.33584,             0.25471,            0.022252,           0.0045458,            0.051068,           0.0076651,           0.0076651,           0.0076651
                 111,            0.029898,           0.0045905,            0.039001,              0.7318,             0.33362,             0.32486,             0.25326,            0.023595,           0.0047344,            0.051255,           0.0076269,           0.0076269,           0.0076269
                 112,            0.027937,           0.0043122,            0.038012,             0.73698,             0.34077,             0.31481,              0.2435,            0.025062,           0.0050761,            0.051416,           0.0075886,           0.0075886,           0.0075886
                 113,            0.026617,           0.0046833,            0.037737,             0.44716,             0.50345,             0.34923,               0.278,             0.02209,           0.0045011,            0.050513,           0.0075501,           0.0075501,           0.0075501
                 114,            0.027918,           0.0046128,            0.036061,             0.61748,             0.40593,             0.33964,             0.26794,            0.022805,           0.0043662,            0.050148,           0.0075114,           0.0075114,           0.0075114
                 115,            0.027531,           0.0046854,            0.038389,             0.43013,             0.54715,             0.35308,             0.27833,            0.023272,           0.0043634,            0.050422,           0.0074725,           0.0074725,           0.0074725
                 116,            0.029243,           0.0045022,            0.035138,             0.51701,             0.45127,             0.36853,             0.28963,            0.023747,           0.0044932,            0.050833,           0.0074335,           0.0074335,           0.0074335
                 117,            0.027711,           0.0046823,             0.03602,              0.4299,             0.50311,             0.35872,             0.27894,            0.024035,           0.0047452,            0.050673,           0.0073943,           0.0073943,           0.0073943
                 118,            0.026943,            0.004839,            0.036752,             0.59252,             0.41044,             0.35384,              0.2785,            0.021997,           0.0045919,            0.050855,            0.007355,            0.007355,            0.007355
                 119,            0.025657,           0.0046967,            0.037911,             0.56181,             0.43805,             0.36165,              0.2821,            0.022175,           0.0046787,            0.051786,           0.0073155,           0.0073155,           0.0073155
                 120,            0.027778,           0.0047188,            0.035715,              0.4493,             0.47458,             0.35027,             0.27352,             0.02309,           0.0045179,            0.050752,           0.0072758,           0.0072758,           0.0072758
                 121,            0.027473,           0.0045332,            0.034557,             0.58799,             0.44348,             0.34215,             0.27002,            0.022563,           0.0042836,            0.049625,           0.0072361,           0.0072361,           0.0072361
                 122,            0.028935,           0.0047415,            0.034686,             0.47567,              0.5083,             0.35674,             0.26848,             0.02397,           0.0046708,             0.05029,           0.0071962,           0.0071962,           0.0071962
                 123,            0.027146,           0.0045622,            0.034812,             0.47163,             0.50228,             0.35573,             0.27985,             0.02278,           0.0047174,            0.050133,           0.0071561,           0.0071561,           0.0071561
                 124,            0.027271,           0.0046114,            0.034829,             0.50324,             0.46226,             0.34792,             0.26916,             0.02426,           0.0045112,             0.05077,            0.007116,            0.007116,            0.007116
                 125,            0.025291,           0.0044343,            0.033571,             0.52772,             0.44919,             0.36813,             0.29037,            0.020654,           0.0045028,            0.049258,           0.0070757,           0.0070757,           0.0070757
                 126,            0.027915,           0.0045679,            0.033173,             0.68018,              0.3763,             0.36528,             0.28805,            0.021744,           0.0043951,            0.049351,           0.0070353,           0.0070353,           0.0070353
                 127,            0.025675,           0.0043751,            0.031413,             0.65796,             0.41431,             0.38403,             0.30935,            0.021242,           0.0042082,             0.04896,           0.0069948,           0.0069948,           0.0069948
                 128,            0.026658,           0.0043628,            0.033905,             0.70249,             0.37725,             0.37745,             0.29776,            0.021274,           0.0042078,            0.049037,           0.0069541,           0.0069541,           0.0069541
                 129,            0.024734,            0.004379,            0.031693,             0.50904,             0.49011,             0.35759,             0.28257,             0.02191,            0.004219,            0.049298,           0.0069134,           0.0069134,           0.0069134
                 130,            0.028148,           0.0045114,            0.031081,             0.68227,             0.37635,             0.36012,             0.27806,            0.022602,           0.0044467,            0.049287,           0.0068726,           0.0068726,           0.0068726
                 131,            0.027402,             0.00451,            0.032736,             0.67849,             0.40021,             0.38457,             0.30411,             0.02135,           0.0044033,            0.048593,           0.0068316,           0.0068316,           0.0068316
                 132,             0.02762,           0.0044347,            0.030509,             0.60313,             0.43939,              0.3713,             0.29021,            0.026255,           0.0043476,            0.049468,           0.0067906,           0.0067906,           0.0067906
                 133,            0.027017,            0.004177,            0.031912,             0.69591,             0.41734,             0.36955,             0.29044,            0.023484,           0.0042918,            0.048543,           0.0067495,           0.0067495,           0.0067495
                 134,            0.028999,           0.0045828,            0.030956,             0.66415,             0.38664,             0.36124,             0.27523,            0.022976,            0.004455,            0.048477,           0.0067083,           0.0067083,           0.0067083
                 135,             0.02575,           0.0044045,            0.029435,             0.68373,             0.40132,             0.38011,             0.30497,            0.021435,           0.0044347,            0.047394,           0.0066671,           0.0066671,           0.0066671
                 136,            0.025474,           0.0044795,            0.030599,             0.69161,             0.41264,             0.36975,             0.29031,            0.021189,           0.0044197,            0.048536,           0.0066257,           0.0066257,           0.0066257
                 137,            0.025723,           0.0042222,            0.030654,             0.69226,             0.40107,             0.37518,             0.29445,            0.022833,           0.0045199,            0.048536,           0.0065843,           0.0065843,           0.0065843
                 138,            0.027816,           0.0043491,            0.031116,             0.70566,             0.38691,             0.38913,             0.29768,             0.02393,            0.004498,            0.048577,           0.0065429,           0.0065429,           0.0065429
                 139,            0.027733,           0.0042698,            0.030279,             0.69937,             0.37532,             0.38112,             0.30038,            0.023875,           0.0043807,             0.04817,           0.0065013,           0.0065013,           0.0065013
