               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,           0.0094275,           0.0021936,            0.009955,             0.60522,             0.57436,             0.60314,             0.52376,           0.0070386,           0.0016952,            0.011808,           0.0004998,           0.0004998,           0.0004998
                  89,           0.0099575,           0.0021263,            0.010467,             0.59348,             0.61891,             0.60629,             0.52467,           0.0069787,           0.0016977,            0.011636,          0.00048287,          0.00048287,          0.00048287
                  90,           0.0095402,            0.002072,           0.0093728,             0.56339,             0.61247,             0.60429,             0.52072,           0.0069757,            0.001704,            0.011638,          0.00046724,          0.00046724,          0.00046724
                  91,           0.0097418,           0.0020815,           0.0097862,             0.58307,             0.61453,             0.61442,             0.53315,           0.0069613,           0.0017069,            0.011655,          0.00045291,          0.00045291,          0.00045291
                  92,           0.0095454,           0.0021285,           0.0098799,             0.58885,             0.61552,             0.61754,             0.53472,           0.0069811,           0.0016958,            0.011576,          0.00043991,          0.00043991,          0.00043991
                  93,            0.009755,           0.0020965,            0.010385,             0.58788,             0.61899,             0.62375,             0.54013,            0.006952,           0.0016837,            0.011634,          0.00042823,          0.00042823,          0.00042823
                  94,           0.0095411,            0.002106,           0.0096942,             0.60734,             0.61226,             0.61049,              0.5288,           0.0070218,           0.0016784,            0.011658,          0.00041791,          0.00041791,          0.00041791
                  95,           0.0096038,           0.0021811,           0.0096301,             0.57266,             0.61236,             0.62329,             0.53871,           0.0069523,           0.0016757,            0.011823,          0.00040894,          0.00040894,          0.00040894
                  96,           0.0097023,           0.0022342,            0.010092,             0.56233,             0.62346,             0.62427,              0.5373,           0.0068397,           0.0016671,             0.01186,          0.00040133,          0.00040133,          0.00040133
                  97,           0.0093619,           0.0020761,            0.009864,             0.56945,             0.61335,             0.62213,             0.53731,           0.0069141,           0.0016767,            0.011762,           0.0003951,           0.0003951,           0.0003951
                  98,           0.0093462,           0.0020121,           0.0095029,             0.64112,              0.5714,             0.61235,             0.53141,           0.0070014,           0.0016737,            0.011731,          0.00039025,          0.00039025,          0.00039025
                  99,           0.0094204,           0.0021732,            0.010302,             0.63978,               0.564,             0.60986,             0.53054,           0.0069573,           0.0016806,            0.011657,          0.00038678,          0.00038678,          0.00038678
